loaded_at,date,sku,currency,gmv,order_count,position,query,view_conversion,unique_search_users,unique_view_users
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,67,ушастый нянь,0,314,5
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,22,невская косметика,0,250,1
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,0,детский шампунь для девочек,0,149,1
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,13,шампунь ушастый нянь,12.5,23,8
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,15,ушастый нянь шампунь,30,22,10
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,8,ушастый нянь шампунь детский,0,16,12
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,9,шампунь ушастый нянь детский,15.38,14,13
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,0,облепиховый шампунь,0,14,1
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,49,шампунь 200мл,0,14,1
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,0,пантенол шампунь,0,13,1
2026-01-09 20:10:16,2025-12-01,786440120,RUB,0,0,10,детский шампунь ушастый нянь,0,10,5
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,2768,стиральные порошки,0,19,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,25,стиральный порошок в листах данита 120шт,100,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,53,фаберлик порошок стиральный листовой листовой фаберлик,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,19,порошок в стиках для стирки,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,0,стиральный порошок автомат нейтральный запах автомат,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,40,фаберлик листы,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,94,данита стиральный порошок в листах 100,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,0,пластины для стирки белья с энзимами paclan color,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,74,paclan салфетки для черного,0,1,1
2026-01-09 20:10:16,2025-12-01,2190028076,RUB,0,0,24,данито стиральный порошок в листах 120шт,0,1,1
2026-01-09 20:10:16,2025-12-01,1073502592,RUB,0,0,128,пакеты паклан,0,1,1
2026-01-09 20:10:16,2025-12-01,1073502592,RUB,0,0,24,самые дешёвые качественные мешки для мусора 120 литров.,0,1,1
2026-01-09 20:10:16,2025-12-01,1073502592,RUB,0,0,49,паклан мешки для мусора 120 литров,0,1,1
2026-01-09 20:10:16,2025-12-01,1755602043,RUB,0,0,0,перчатки нитриловые,0,958,1
2026-01-09 20:10:16,2025-12-01,1755602043,RUB,0,0,0,нитриловые перчатки l,0,55,2
2026-01-09 20:10:16,2025-12-01,1755602043,RUB,0,0,0,перчатки садовые с покрытием женские,0,38,1
2026-01-09 20:10:16,2025-12-01,2517361117,RUB,0,0,526,перчатки хозяйственные латексные,0,8,1
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,0,гель для душа,0,10820,3
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,1006,гель для душа женский,0,5112,2
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,763,детская косметика для девочек,0,1375,3
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,54,гель для душа детский,0,530,4
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,60,ушастый нянь,0,314,23
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,239,гель для купания детский,0,131,2
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,121,гель для душа детский для девочек,0,78,1
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,212,гель для душа детский для мальчиков,0,57,2
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,166,гель для стирки ушастый нянь 5 л,0,37,1
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,230,детская уходовая косметика для девочек,0,29,2
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,13,cubby косметика,0,24,4
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,64,гель для душа детский гипоаллергенный,0,19,1
2026-01-09 20:10:16,2025-12-01,786442652,RUB,249,1,2,ушастый нянь гель для душа,37.5,16,16
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,153,гель для душа мужской 250мл,0,9,1
2026-01-09 20:10:16,2025-12-01,786442652,RUB,0,0,1,гель для душа ушастый нянь,16.67,6,6
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,1281,крем для лица,0,6704,4
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,413,гранат,0,1189,2
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,44,невская косметика,4.9,250,102
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,40,лосьон для лица,0,215,1
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,18,невская косметика крем для лица,10.48,174,105
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,0,мужской крем для лица,0,116,1
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,3,амива косметика,0,74,1
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,17,крем для лица невская косметика,7.69,58,39
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,20,крем невская косметика для лица,3.7,45,27
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,19,невская косметика крем,0,37,17
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,16,крем невская косметика,4.55,29,22
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,16,крем для лица невская косметика антивозрастной,0,7,4
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,12,невская,0,6,2
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,23,крем для лица женьшеневый невская косметика,0,6,2
2026-01-09 20:10:16,2025-12-01,777224245,RUB,0,0,24,крем для лица невская,0,5,3
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,243,косметика,0,5013,4
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,26,мыло,5.26,3363,19
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,29,мыло твердое,3.03,3167,33
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,201,жидкое мыло,0,1818,2
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,18,мыло новогоднее,0,861,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,31,мыло банное,0,350,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,222,мыло подарочное,0,260,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,200,невская косметика,0,250,8
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,151,для тела,0,211,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,25,мыло кусковое,0,173,3
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,0,уход,0,65,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,215,мыло невская косметика,0,34,3
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,0,невская косметика мыло,0,34,2
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,0,мыло твердое для тела,0,33,1
2026-01-09 20:10:16,2025-12-01,778296569,RUB,0,0,27,мыло невская косметика твердое,0,22,12
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,238,губки для мытья посуды,2.08,4209,48
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,151,губки для посуды,0,1017,34
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,176,губка для мытья посуды,3.33,1004,30
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,214,губки,0,982,3
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,15,для посуды,0,428,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,179,губка для посуды,0,285,7
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,97,губки для посуды мытья,0,124,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,143,губки для мытья посуды набор,0,73,5
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,300,губки для мытья посуды металлические,0,64,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,0,губка металлическая,0,50,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,46,губка для посуды мытья,100,44,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,104,paclan,0,28,2
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,389,электротовары для кухни,0,17,2
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,0,губки для мытья посуды 10шт,0,10,1
2026-01-09 20:10:16,2025-12-01,1073481556,RUB,0,0,163,губки жесткие,0,7,1
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,0,мыло,0,3363,1
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,112,мыло хозяйственное,0,561,12
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,132,хозяйственное мыло,0,467,9
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,100,мыло хозяйственное 72%,0,323,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,247,хозяйственное мыло жидкое 5л,0,89,1
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,150,мыло невская косметика,0,34,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,17,невская косметика мыло,0,34,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,231,алмаз хозяйственное мыло порошок,0,20,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,938,2,1,мыло хозяйственное невская косметика,38.46,13,13
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,56,жидкое хозяйственное мыло 5 литров,0,4,1
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,1,хозяйственное мыло невская косметика,50,4,4
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,1,мыло невская косметика хозяйственное,0,3,3
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,1,невская косметика мыло хозяйственное,0,2,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,3,мыло со слоном хозяйственное,50,2,2
2026-01-09 20:10:16,2025-12-01,775164826,RUB,0,0,93,невская косметика после бритья,0,2,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,пакеты для мусора,0,1029,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для строительного мусора,0,771,4
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мусорные пакеты,0,659,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для мусора,0,638,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,для уборки,0,369,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для мусора 240 л,0,183,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для мусора строительного,0,93,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,пакет для мусора,0,88,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,965,мешки для строительного мусора прочные,0,86,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки строительные,0,73,3
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,пакеты для мусора с ручками,0,70,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,для уборки дома,0,53,2
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для мусора 240 л прочные,0,47,1
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки строительные для мусора,0,43,2
2026-01-09 20:10:16,2025-12-01,1768866892,RUB,0,0,0,мешки для мусора 20л,0,41,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,салфетки для уборки,0,2175,2
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,тряпки для уборки,0,1449,3
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,губки для посуды,0,1017,10
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,752,салфетки для уборки в рулоне,0,661,3
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,микрофибра,0,479,2
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,для уборки,0,369,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,31,тряпка для кухни,0,304,2
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,губка для посуды,0,285,4
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,салфетки от пятен,0,263,3
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,от пыли,0,124,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,салфетки безворсовые для уборки,0,118,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,299,салфетки для уборки в рулоне многоразовые,0,112,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,безворсовые салфетки для уборки,0,103,1
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,137,салфетки губчатые для кухни,0,99,5
2026-01-09 20:10:16,2025-12-01,974232245,RUB,0,0,0,салфетки губчатые,50,76,2
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,0,губки для мытья посуды,0,4209,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,0,губки для посуды,0,1017,2
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,0,губка для мытья посуды,0,1004,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,511,губки для мытья посуды большие,0,243,4
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,233,металлическая губка для посуды,0,203,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,0,губки для посуды мытья,0,124,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,604,мочалки для посуды,0,99,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,307,губки для мытья посуды металлические,0,64,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,348,металлическая губка,0,62,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,259,мочалка для посуды,0,54,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,396,губки для посуды большие,0,28,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,95,мочалка металлическая для посуды,0,20,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,185,мочалка для посуды металлическая,0,13,1
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,74,мочалка металлическая для посуды нержавейка,0,12,2
2026-01-09 20:10:16,2025-12-01,974383985,RUB,0,0,0,губки для уборки большие,0,8,1
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,0,пакеты для мусора,0,1029,3
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,239,мешки для строительного мусора,0,771,6
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,281,мешки для мусора 60 л,0,757,2
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,217,мусорные пакеты,0,659,3
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,231,мешки для мусора 30л,0,515,7
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,78,мешки для мусора 120 л,25,397,4
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,0,для уборки,0,369,1
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,202,мусорные пакеты 30 л,0,350,2
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,113,пакеты для мусора 35л,0,282,5
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,90,мешки для мусора 35л,0,256,3
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,382,пакеты мусорные,0,161,2
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,51,мусорные пакеты 120 л,16.67,154,6
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,0,мешки строительные,0,73,3
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,63,пакеты мусорные 120 л,0,59,1
2026-01-09 20:10:16,2025-12-01,1782265546,RUB,0,0,0,мешки строительные для мусора,0,43,2
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,98,салфетки для стирки против окрашивания,0,573,16
2026-01-09 20:10:16,2025-12-01,928473049,RUB,483,1,0,салфетки для стирки,0,268,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,111,ловушка цвета для стирки,0,211,5
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,0,салфетки ловушки цвета для стирки,0,75,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,0,ловушки цвета для стирки,0,73,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,111,салфетки от окрашивания для стирки,0,59,2
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,108,салфетки для стирки против окрашивания белья,0,33,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,101,салфетки против окрашивания для стирки,0,32,2
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,119,paclan,0,28,2
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,23,paclan салфетки для стирки,0,17,3
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,17,салфетки от окрашивания,0,15,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,108,ловушка для цвета,0,13,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,0,салфетки с пятновыводителем,0,10,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,47,paclan салфетки,0,8,1
2026-01-09 20:10:16,2025-12-01,928473049,RUB,0,0,27,color expert,0,6,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,для унитаза,0,1070,3
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,средство для унитаза,0,708,4
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,кислородный пятновыводитель,0,539,11
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,для унитаза средство чистящее,0,250,2
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,120,средства для мытья посуды,0,160,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,средство для ванны,0,131,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,средство для мытья ванны,0,101,2
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,52,сарма,0,92,12
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,146,хлорка порошок,0,85,7
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,чистящий порошок,0,83,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,жироудалитель,0,78,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,0,средство для чистки ванны,0,59,1
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,64,сарма для унитаза,0,56,5
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,58,sarma,0,42,4
2026-01-09 20:10:16,2025-12-01,774077543,RUB,0,0,24,сарма для ванны,0,41,16
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,0,косметика,0,5013,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,14,мыло твердое,0,3167,10
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,62,жидкое мыло,0,1818,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,0,детская косметика,0,917,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,136,1,16,мыло детское,14.29,314,7
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,22,ушастый нянь,0,314,10
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,283,мыло детское твердое,0,274,9
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,109,детское мыло,0,267,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,21,невская косметика,0,250,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,53,жидкое мыло детское,0,148,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,445,детское мыло твердое,0,135,3
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,0,детский крем для новорожденных,0,120,1
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,0,крем мыло,0,101,2
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,0,крем мыло твердое,0,88,3
2026-01-09 20:10:16,2025-12-01,779022350,RUB,0,0,50,ушастый нянь мыло,12.5,70,8
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки рабочие,0,3902,7
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки мужские,0,3213,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,23,перчатки нитриловые,0,958,7
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,30,перчатки нитриловые l,0,364,8
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,8,нитриловые перчатки,0,200,2
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки черные,0,148,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,84,перчатки для мытья посуды,0,135,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,медицинские перчатки,0,89,4
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,нитриловые перчатки l,0,55,2
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,1571,рабочие перчатки мужские,0,55,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки садовые женские,0,34,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки нитриловые черные l,0,7,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки l нитриловые,0,7,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,0,перчатки нитриловые медицинские,0,5,1
2026-01-09 20:10:16,2025-12-01,1073494596,RUB,0,0,26,перчатки для повара женские,0,5,3
2026-01-09 20:10:16,2025-12-01,779889966,RUB,0,0,33,сарма пятновыводитель,0,6,2
2026-01-09 20:10:16,2025-12-01,779889966,RUB,0,0,37,sarma пятновыводитель,0,5,1
2026-01-09 20:10:16,2025-12-01,779889966,RUB,0,0,32,пятновыводитель сарма,0,3,1
2026-01-09 20:10:16,2025-12-01,789564557,RUB,692,3,12,салфетки для стирки против окрашивания,7.52,573,319
2026-01-09 20:10:16,2025-12-01,789564557,RUB,542,3,13,салфетки для стирки,3.7,268,135
2026-01-09 20:10:16,2025-12-01,789564557,RUB,1179,7,7,ловушка цвета для стирки,12.12,211,165
2026-01-09 20:10:16,2025-12-01,789564557,RUB,174,1,6,салфетки ловушки цвета для стирки,6.35,75,63
2026-01-09 20:10:16,2025-12-01,789564557,RUB,509,3,8,ловушки цвета для стирки,19.64,73,56
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,20,пластины для стирки,10.53,63,19
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,12,салфетки от окрашивания для стирки,9.09,59,33
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,58,от шерсти для стирки,0,53,7
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,17,ловец шерсти для стирки,0,49,9
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,13,салфетки для стирки от шерсти,0,34,16
2026-01-09 20:10:16,2025-12-01,789564557,RUB,331,2,13,салфетки для стирки против окрашивания белья,26.32,33,19
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,13,салфетки против окрашивания для стирки,9.09,32,22
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,9,ловушка цвета,0,30,14
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,22,paclan,13.33,28,15
2026-01-09 20:10:16,2025-12-01,789564557,RUB,0,0,11,салфетки для одежды,0,24,4
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,0,paclan салфетки для стирки,0,17,2
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,48,сбор шерсти при стирке,0,12,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,18,салфетки для обновления черного цвета,0,6,4
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,42,паклан салфетки для стирки,0,4,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,35,салфетки paclan для стирки,0,3,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,0,салфетки для стирки paclan,0,2,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,12,салфетки для обновления цвета при стирке черного,0,1,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,5,вернуть цвет темным вещам,0,1,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,33,paclan салфетки для черного,0,1,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,19,салфетки доя обновления ткани,0,1,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,46,ловушка цвета для стирки paclan,0,1,1
2026-01-09 20:10:16,2025-12-01,2275495232,RUB,0,0,11,салфетки для обновления черного,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,23,губки для посуды,0,1017,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,0,металлическая губка,0,62,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,364,губки для посуды большие,0,28,2
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,189,губки целлюлозные,0,23,2
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,180,губка целлюлозная для посуды,0,18,3
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,138,губка из целлюлозы,0,9,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,87,губка для посуды целлюлозная,0,7,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,123,губки целлюлозные для посуды,0,6,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,101,губки для мытья посуды paclan,0,2,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,53,губки для посуды paclan,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,56,губки целлюлозные большие,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,42,губки паклан черные для посуды,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,67,губки целюлозные уветные,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,105,целюлозное волокно,0,1,1
2026-01-09 20:10:16,2025-12-01,974373734,RUB,0,0,48,губка paclan,0,1,1
2026-01-09 20:10:16,2025-12-01,1845424161,RUB,0,0,193,бумага для выпечки силиконизированное,0,507,4
2026-01-09 20:10:16,2025-12-01,1845424161,RUB,0,0,130,пергамент силиконизированный для выпечки,14.29,424,7
2026-01-09 20:10:16,2025-12-01,1845424161,RUB,0,0,172,пергамент для аэрогриля,0,400,1
2026-01-09 20:10:16,2025-12-01,1845424161,RUB,0,0,207,пергаментная бумага для выпечки в рулоне,0,126,1
